Verb1,Verb2,CosineSimilarity
pɩsɩnʋʋ,suluu,0.6030226891555273
sɔzʋʋ,ɖɩŋʋʋ,0.6030226891555273
kasʋʋ,pɩsɩnʋʋ,0.6030226891555273
kpendʋʋ,pɩsɩnʋʋ,0.6030226891555273
pɩsɩnʋʋ,sazʋʋ,0.6030226891555273
pɩsɩnʋʋ,siu,0.6030226891555273
kʋndɩnʋʋ,pɩsɩnʋʋ,0.6030226891555273
cɔtʋʋ,sɔzʋʋ,0.6030226891555273
mɩlʋʋ,tɛɖʋʋ,0.6030226891555273
pɔʋ,pɩsɩnʋʋ,0.6030226891555273
sɔm,sɔzʋʋ,0.6030226891555273
cɛzʋʋ,pɩsɩnʋʋ,0.6030226891555273
pɩsɩnʋʋ,siɣʋ,0.6030226891555273
pilisuu,pɩsɩnʋʋ,0.6030226891555273
kpiyuu,pɩsɩnʋʋ,0.6030226891555273
kɔʋ,walʋʋ,0.6030226891555273
kpɛlɩkʋʋ,wɩzʋʋ,0.6030226891555273
naŋʋʋ,pɩsɩnʋʋ,0.6030226891555273
hoyuu,pɩsɩnʋʋ,0.6030226891555273
hʋlɩsʋʋ,pɩsɩnʋʋ,0.6030226891555273
sɔzʋʋ,yʋlɩsʋʋ,0.6030226891555273
pɩsɩnʋʋ,tuuluu,0.6030226891555273
sɔzʋʋ,yɩɣyʋʋ,0.6030226891555273
pɩsɩnʋʋ,tuu,0.6030226891555273
pɩsɩnʋʋ,yɔlɩsʋʋ,0.6030226891555273
pɩsɩnʋʋ,tuduu,0.6030226891555273
pɩsɩnʋʋ,tolisuu,0.6030226891555273
sɔzʋʋ,you,0.6030226891555273
kpɛdʋʋ,sɔzʋʋ,0.6030226891555273
puu,pɩsɩnʋʋ,0.6030226891555273
pɩsɩnʋʋ,ñazʋʋ,0.6030226891555273
pɩsɩnʋʋ,ñaɣyʋʋ,0.6030226891555273
paɖʋʋ,pɩsɩnʋʋ,0.6030226891555273
pɩsɩnʋʋ,ñaɣzʋʋ,0.6030226891555273
cosuu,ɖiyuu,0.6030226891555273
pɩsɩnʋʋ,tasɩnʋʋ,0.6030226891555273
kpɛzɩnʋʋ,pɩsɩnʋʋ,0.6030226891555273
pɩsɩnʋʋ,yozuu,0.6030226891555273
kpalʋʋ,pɩsɩnʋʋ,0.6030226891555273
kpibuu,pɩsɩnʋʋ,0.6030226891555273
pɩsɩnʋʋ,wanʋʋ,0.6030226891555273
pɩsɩnʋʋ,woŋuu,0.6030226891555273
hayʋʋ,sɔzʋʋ,0.6030226891555273
pɩsɩnʋʋ,wonʋʋ,0.6030226891555273
kpedesuu,walʋʋ,0.6030226891555273
liu,pɩsɩnʋʋ,0.6030226891555273
cɛtʋʋ,pɩsɩnʋʋ,0.6030226891555273
pɩsɩnʋʋ,welesinuu,0.6030226891555273
hɩzʋʋ,pɩsɩnʋʋ,0.6030226891555273
pɩsɩnʋʋ,yonuu,0.6030226891555273
kaɖɩnʋʋ,pɩsɩnʋʋ,0.6030226891555273
pɩsɩnʋʋ,tɩɣzɩnʋʋ,0.6030226891555273
pɩsɩnʋʋ,tɩɣyʋʋ,0.6030226891555273
mʋʋzʋʋ,pɩsɩnʋʋ,0.6030226891555273
pɩsɩnʋʋ,wɛɛtʋʋ,0.6030226891555273
pɩsɩnʋʋ,yasʋʋ,0.6030226891555273
pɩsɩnʋʋ,tɔyɩtʋʋ,0.6030226891555273
pɩsɩnʋʋ,ñɔkɔyɩnʋʋ,0.6030226891555273
cosuu,huuzuu,0.6030226891555273
pɩsɩnʋʋ,ɖɩɣzʋ,0.6030226891555273
muluu,pɩsɩnʋʋ,0.6030226891555273
calʋʋ,sɔzʋʋ,0.6030226891555273
pɩsɩnʋʋ,sɩzʋʋ,0.6030226891555273
pɩsɩnʋʋ,sɩɣlʋʋ,0.6030226891555273
pɩsɩnʋʋ,sɩɣzʋʋ,0.6030226891555273
caɣnʋʋ,pɩsɩnʋʋ,0.6030226891555273
kpɛʋ,pɩsɩnʋʋ,0.6030226891555273
pɛdʋʋ,pɩsɩnʋʋ,0.6030226891555273
pɩsɩnʋʋ,sɩnzʋʋ,0.6030226891555273
pasʋʋ,pɩsɩnʋʋ,0.6030226891555273
hɔɔlʋʋ,pɩsɩnʋʋ,0.6030226891555273
kuu,pɩsɩnʋʋ,0.6030226891555273
pɩsɩnʋʋ,ɖɩkʋʋ,0.6030226891555273
pɩsɩnʋʋ,ɖɔ́kʋʋ,0.6030226891555273
pɩsɩnʋʋ,ɖizuu,0.6030226891555273
pɩsɩnʋʋ,ñɩm,0.6030226891555273
hɔɔzʋʋ,sɔzʋʋ,0.6030226891555273
pɛlʋʋ,pɩsɩnʋʋ,0.6030226891555273
lɛʋ,pɩsɩnʋʋ,0.6030226891555273
cosuu,sʋnʋʋ,0.6030226891555273
kem,pɩsɩnʋʋ,0.6030226891555273
pɩsɩnʋʋ,sɛɣʋʋ,0.6030226891555273
canʋʋ,pɩsɩnʋʋ,0.6030226891555273
pɩsɩnʋʋ,ñɩbʋ,0.6030226891555273
layʋʋ,sɔzʋʋ,0.6030226891555273
pɩsɩnʋʋ,ɖenuu,0.6030226891555273
pɩsɩnʋʋ,sʋʋʋ,0.6030226891555273
cɔzʋʋ,hiu,0.6030078654067289
hiu,lem,0.6030078654067289
hiu,siduu,0.6030078654067289
pɩʋ,wɛʋ,0.6028634055769632
lɩzʋʋ,ñalʋʋ,0.6027424551216753
lem,sam,0.602738636865342
cɔzʋʋ,sam,0.602738636865342
sam,siduu,0.602738636865342
kalʋʋ,ñalʋʋ,0.6026970301755981
heyuu,pɛm,0.6026803785164907
fem,wiu,0.6025980016260077
susuu,ñalʋʋ,0.6025641642504107
wɛʋ,ñɔʋ,0.6025468259314667
siɣu,yɔkʋʋ,0.6024640760767094
yaɣʋ,ñalʋʋ,0.6024640760767094
lem,mɩzʋʋ,0.6024640760767094
laʋ,pisuu,0.6024640760767094
cɔzʋʋ,mɩzʋʋ,0.6024640760767094
seɣtuu,ñalʋʋ,0.6024640760767094
hʋlʋʋ,ñalʋʋ,0.6024640760767094
laʋ,saʋ,0.6024640760767094
fezuu,siduu,0.6024640760767094
yɛɖʋʋ,ñalʋʋ,0.6024640760767094
ñalʋʋ,ɖozuu,0.6024640760767094
yɔkʋʋ,ñalʋʋ,0.6024640760767093
maɣnʋʋ,mɩzʋʋ,0.6024640760767093
lʋbʋ,tukunuu,0.6024533658898499
siɣu,ñaɣʋ,0.6023749739426606
wabʋ,ñalʋʋ,0.6023749739426604
cɔnʋʋ,nɩʋ,0.6023685900465261
kam,laɣzʋʋ,0.6023502210107627
luzuu,maɣnʋʋ,0.6023386019368342
takʋʋ,yɔɔdʋʋ,0.6021547472844389
yebu,ñamsʋʋ,0.6021466365287591
caɣʋ,kizuu,0.6020630893269808
mʋzʋʋ,wɛʋ,0.6020612854557094
tɩŋɩʋʋ,wɛʋ,0.6020612854557094
kisi,wɛʋ,0.6020612854557094
kpɛyʋʋ,wɛʋ,0.6020612854557094
malʋʋ,wɛʋ,0.6020612854557094
fɛyʋʋ,wɛʋ,0.6020612854557094
tɔlʋʋ,tɔzʋʋ,0.6020015405027273
mɩlʋʋ,wabʋ,0.601929265428846
pɩzʋʋ,ɖaŋʋʋ,0.6019174950032572
lɩzʋʋ,seu,0.6018530053233241
maɣzʋʋ,pɩsʋʋ,0.6018086997549884
kʋm,yɔkʋʋ,0.6018050449849288
kpɛndʋʋ,sʋlʋmʋʋ,0.6017934765940705
kam,sɔbʋ,0.6017806225656267
sɔbʋ,ɖuu,0.6017806225656267
tam,yebu,0.6015612093424378
pɩsɩnʋʋ,sam,0.6015604199408542
pɩsɩnʋʋ,ñam,0.6014613708756695
hʋʋ,siduu,0.6013279897811526
hʋʋ,pisuu,0.6013279897811526
kpeɣu,laɣzʋʋ,0.601316822402263
maɣzʋʋ,sɔʋ,0.6012341109254788
leɖuu,welesuu,0.6012036120421518
kɔm,ɖaŋʋʋ,0.6011990976349547
takʋʋ,wɩlʋʋ,0.6011940310317522
mɩzʋʋ,wonuu,0.6011191791709303
cɛlʋʋ,kɔnʋʋ,0.6009973791397573
kpaɣʋ,siduu,0.6008202658052115
cɩyʋʋ,seu,0.6007892412637735
cɛbʋ,mɛsʋʋ,0.6007514091861107
tɩlʋʋ,ñɔtɩnʋʋ,0.6006677798393999
haʋ,labʋ,0.6006079585043707
pim,pɩsɩnʋʋ,0.6005461994758755
pɩsɩnʋʋ,ɖɔɔnʋʋ,0.6005461994758755
hiu,pɩsɩnʋʋ,0.6005271662856201
sɛtʋʋ,yebu,0.6004466556806383
kazʋʋ,tʋʋzʋʋ,0.6002511365820923
cɔnʋʋ,tisuu,0.600147034198979
tɔʋ,yebu,0.60004152680214
pɩsɩnʋʋ,tam,0.6000300022501875
pɩsɩnʋʋ,tʋʋ,0.6000300022501875
pɩsɩnʋʋ,ɖɩɣzʋʋ,0.6000300022501875
haɣʋ,yʋsʋʋ,0.6
yuu,yʋsʋʋ,0.6
lʋbʋʋ,yʋsʋʋ,0.6
wadʋʋ,yʋsʋʋ,0.6
yʋlʋmʋʋ,yʋsʋʋ,0.6
puzuu,yʋsʋʋ,0.6
cɛtʋ,yʋsʋʋ,0.6
fiɣnuu,yʋsʋʋ,0.6
yʋsʋʋ,ñɔtʋʋ,0.6
yʋsʋʋ,ñɩlɩzʋʋ,0.6
fɛʋ,yʋsʋʋ,0.6
yoluu,yʋsʋʋ,0.6
yʋsʋʋ,ɖewuu,0.6
tituu,yʋsʋʋ,0.6
seluu,yʋsʋʋ,0.6
waʋ,yʋsʋʋ,0.6
tɛŋɛlʋʋ,yʋsʋʋ,0.6
yʋsʋʋ,ɖaɣlʋʋ,0.6
cadʋʋ,yʋsʋʋ,0.6
pilimuu,yʋsʋʋ,0.6
ceyuu,yʋsʋʋ,0.6
mɛlʋʋ,yʋsʋʋ,0.6
limuu,yʋsʋʋ,0.6
paɣlʋʋ,yʋsʋʋ,0.6
hɩnʋʋ,yʋsʋʋ,0.6
pʋʋ,yʋsʋʋ,0.6
wasʋʋ,yʋsʋʋ,0.6
tɩyʋʋ,yʋsʋʋ,0.6
yʋsʋʋ,ɖabʋ,0.6
hɛnʋʋ,yʋsʋʋ,0.6
lou,yʋsʋʋ,0.6
ciɣduu,yʋsʋʋ,0.6
fɛtʋʋ,yʋsʋʋ,0.6
yʋsʋʋ,ñɩlɩsʋʋ,0.6
seʋ,yʋsʋʋ,0.6
tɩmʋʋ,yʋsʋʋ,0.6
yʋsʋʋ,ñɔzʋʋ,0.6
kituu,yʋsʋʋ,0.6
sobuu,yʋsʋʋ,0.6
nɩzʋʋ,yʋsʋʋ,0.6
pɩnʋʋ,yʋsʋʋ,0.6
sisuu,yʋsʋʋ,0.6
pʋtʋʋ,yʋsʋʋ,0.6
kotuu,yʋsʋʋ,0.6
piyʋʋ,yʋsʋʋ,0.6
peenduu,yʋsʋʋ,0.6
maɣʋ,yʋsʋʋ,0.6
hɛʋ,yʋsʋʋ,0.6
paʋ,yʋsʋʋ,0.6
ceɣuu,yʋsʋʋ,0.6
kpeɣluu,yaʋ,0.5999494243195049
lʋbʋ,wɛʋ,0.5998887028502998
takʋʋ,ñɔʋ,0.5998146518970745
taʋ,ñaɣʋ,0.5998096609232355
taʋ,wabʋ,0.5998096609232355
sulunuu,yɔɔdɩnʋʋ,0.5996941116293671
huuzuu,yɔɔdɩnʋʋ,0.5996941116293671
sʋnʋʋ,yɔɔdɩnʋʋ,0.5996941116293671
nuutuu,yɔɔdɩnʋʋ,0.5996941116293671
yɔɔdɩnʋʋ,ɖiyuu,0.5996941116293671
kʋm,nazʋʋ,0.5994906493301807
talʋʋ,tɔɔlʋʋ,0.5994821526684561
kpadɩyʋʋ,talʋʋ,0.5994821526684561
talʋʋ,ɖem,0.5994821526684561
holuu,maɣnʋʋ,0.5994814733826703
kizuu,yʋsʋʋ,0.5994149194122842
pɩsɩnʋʋ,ɖezuu,0.5993344423908242
cosuu,kazʋʋ,0.5992911988074936
liɣtuu,taʋ,0.599288766633993
siduu,ɖɔkʋʋ,0.5991857119311285
saʋ,ɖɔkʋʋ,0.5991857119311285
hɔkʋʋ,yebu,0.599151539819003
kpaʋ,siɣu,0.5991446895152782
laɣzʋʋ,sɛʋ,0.5991394736425744
caɣʋʋ,susuu,0.5990721002312168
calʋʋ,susuu,0.5990721002312168
nezuu,susuu,0.5990721002312168
susuu,sɔm,0.5990721002312168
posuu,susuu,0.5990721002312168
susuu,weʋ,0.5990721002312168
susuu,yʋlɩsʋʋ,0.5990721002312168
pɩsɩnʋʋ,sɩnʋʋ,0.5990721002312167
mabʋ,ñalʋʋ,0.5990452560994193
kou,ɖuu,0.5990299717731336
tɔɔʋ,ñalʋʋ,0.5989647391614625
tɩnʋʋ,ɖʋʋ,0.5989585556359001
yebu,ñɔɔzʋʋ,0.5989112738572423
nazʋʋ,taʋ,0.5988363024195202
walʋʋ,wɩlʋʋ,0.5988035880418494
kpeɣluu,ñɩnʋʋ,0.5987768900934036
kou,sɛʋ,0.598669103485476
sɔɔlʋʋ,taʋ,0.5986059477676258
peɣzuu,ñɔʋ,0.5985949508629076
yiluu,ñɔʋ,0.5985949508629076
kʋndʋʋ,tɩlʋʋ,0.598477118623276
nɩnʋʋ,pɩsɩnʋʋ,0.5984600307503123
cɛyʋʋ,pɩsɩnʋʋ,0.5984600307503123
wɛnʋʋ,yebu,0.5984408165556292
kʋndʋʋ,sɩm,0.5984022468739547
cɛtʋʋ,ɖʋʋ,0.5983703124468421
pɩsɩnʋʋ,teu,0.5983660736054126
cɩbʋ,nɩɣzɩnʋʋ,0.5983211225424634
cɛbʋ,yʋsʋʋ,0.5983058789716428
cɔnʋʋ,walʋʋ,0.5982984655147817
kpaɣʋ,pɩsɩnʋʋ,0.5982121749111675
naʋ,sʋlʋmʋʋ,0.5982034814052661
pɩsɩnʋʋ,tukunuu,0.5980999726097405
hɔkʋʋ,ɖʋʋ,0.5979202539380692
holuu,tɩlʋʋ,0.5979070506646409
maɣzʋʋ,mʋnʋʋ,0.5978700373494927
cɔʋ,holuu,0.5978685545424164
sɩm,taʋ,0.5978676672252271
kpanʋʋ,wɛɛkʋʋ,0.5977625776640616
luŋuu,yʋsʋʋ,0.5977443529174098
pɩyʋʋ,ɖʋzɩ,0.597614304667197
sɔɔndʋʋ,ɖɛzʋʋ,0.5976143046671969
holuu,hʋm,0.5976143046671969
holuu,ɖɩŋʋʋ,0.5976143046671969
holuu,yʋlɩsʋʋ,0.5976143046671969
holuu,sɔm,0.5976143046671969
calʋʋ,holuu,0.5976143046671969
holuu,layʋʋ,0.5976143046671969
holuu,ɖʋnʋʋ,0.5976143046671969
holuu,ñasʋʋ,0.5976143046671969
holuu,hɔɔzʋʋ,0.5976143046671969
huu,sɔɔndʋʋ,0.5976143046671969
sɔɔndʋʋ,ñɩŋʋʋ,0.5976143046671969
kpiɖuu,kpɛndʋʋ,0.5976143046671969
holuu,yɩɣyʋʋ,0.5976143046671969
lʋbʋ,sulunuu,0.5976143046671969
lʋbʋ,mɩzʋʋ,0.5976143046671968
kɛʋ,pisuu,0.5975650757610904
kɛʋ,siduu,0.5975650757610903
pam,pazʋʋ,0.5975054396868479
malʋʋ,tɔlʋʋ,0.5973509804399748
mʋzʋʋ,tɔlʋʋ,0.5973509804399748
kisi,tɔlʋʋ,0.5973509804399748
fɛyʋʋ,tɔlʋʋ,0.5973509804399748
mɛsʋʋ,pɔzʋʋ,0.5973509804399748
tɔlʋʋ,tɩŋɩʋʋ,0.5973509804399748
kpɛyʋʋ,tɔlʋʋ,0.5973509804399748
kɛnʋʋ,ɖʋʋ,0.5973174334826137
labɩnʋʋ,ɖʋʋ,0.5973174334826137
kɛdɩnʋʋ,pɩsɩnʋʋ,0.5973157214336362
tɔʋ,tɩlʋʋ,0.5972592686610103
sɔʋ,ɖuunuu,0.5972071221521275
tisuu,wazʋʋ,0.597168802817639
kizuu,ñɔʋ,0.5971528811880144
lesuu,pɩsɩnʋʋ,0.5970814340265322
kpaɣʋ,ñalʋʋ,0.5970768373578269
kpem,tɔɔʋ,0.5970084442625394
mabʋ,mɩlʋʋ,0.5969620057957092
kɩndʋʋ,tɩlʋʋ,0.5969484389399005
tɩlʋʋ,yaɣʋ,0.5969484389399005
huuzuu,tɩlʋʋ,0.5969484389399005
tɩlʋʋ,ɖiyuu,0.5969484389399005
sʋnʋʋ,tɩlʋʋ,0.5969484389399005
hʋlʋʋ,tɩlʋʋ,0.5969484389399005
sulunuu,tɩlʋʋ,0.5969484389399005
caɣʋ,yebu,0.5968634674635709
kɔʋ,maɣnʋʋ,0.5968376775623926
maɣnʋʋ,tɛɖʋʋ,0.5968376775623926
saʋ,ɖɛʋ,0.5967610681555768
cɔzʋʋ,ɖɛʋ,0.5967610681555768
lem,ɖɛʋ,0.5967610681555768
kizuu,seu,0.5967245188181806
cɩbʋ,takʋʋ,0.5966941897186163
tisuu,yaɣʋ,0.5966806424960898
hʋlʋʋ,tisuu,0.5966806424960898
sulunuu,tisuu,0.5966806424960898
kɩndʋʋ,tisuu,0.5966806424960898
kʋʋ,ñalʋʋ,0.5966792891737337
kʋndʋʋ,losuu,0.5966705783702614
tenduu,yebu,0.5966634030139139
katʋʋ,tɩŋʋʋ,0.5965251617221299
caɣʋ,sɔɔndʋʋ,0.5963857534767795
maɣzɩnʋʋ,tɩŋʋʋ,0.5963302408041714
laɣzʋʋ,yaɣʋ,0.5962847939999439
laɣzʋʋ,sulunuu,0.5962847939999439
hʋlʋʋ,walʋʋ,0.5962847939999439
laɣzʋʋ,sʋnʋʋ,0.5962847939999439
kɩndʋʋ,walʋʋ,0.5962847939999439
laɣzʋʋ,seɣtuu,0.5962847939999439
huuzuu,walʋʋ,0.5962847939999439
kpiɖuu,walʋʋ,0.5962847939999439
kɩndʋʋ,laɣzʋʋ,0.5962847939999439
nuutuu,walʋʋ,0.5962847939999439
walʋʋ,yaɣʋ,0.5962847939999439
laɣzʋʋ,ɖozuu,0.5962847939999439
laɣzʋʋ,ɖiyuu,0.5962847939999439
sʋnʋʋ,walʋʋ,0.5962847939999439
laɣzʋʋ,nuutuu,0.5962847939999439
walʋʋ,ɖiyuu,0.5962847939999439
hʋlʋʋ,laɣzʋʋ,0.5962847939999439
laɣzʋʋ,yɛɖʋʋ,0.5962847939999439
huuzuu,laɣzʋʋ,0.5962847939999439
tuzuu,walʋʋ,0.5962847939999439
sʋlʋmʋʋ,yɔɔdɩnʋʋ,0.5962757963947285
wɩlʋʋ,yaʋ,0.5961620175157913
mʋʋ,siɣu,0.5961205960637455
kizuu,kpɛdʋʋ,0.5960395606792698
cɔtʋʋ,kizuu,0.5960395606792698
hazʋʋ,kizuu,0.5960395606792698
kizuu,you,0.5960395606792698
mɩlʋʋ,sʋlʋmʋʋ,0.5960395606792698
feŋuu,kizuu,0.5960395606792698
hayʋʋ,kizuu,0.5960395606792698
cɔnʋʋ,welesuu,0.596033619731128
sʋlʋmʋʋ,welesuu,0.5959656754462902
kizuu,wɩʋ,0.5958684078944979
naʋ,yʋlɩsʋʋ,0.5958083378359688
hɔkʋʋ,siɣu,0.5957898833096118
hɔkʋʋ,ñalʋʋ,0.5957898833096117
maɣnʋʋ,ñɔtɩnʋʋ,0.5956788491638996
takʋʋ,taʋ,0.5955098946550214
kizuu,suu,0.5955015146704871
lɛyʋʋ,tasʋʋ,0.5954694149213647
lebu,tʋlʋʋ,0.5954371961386479
ñalʋʋ,ɖɔkʋʋ,0.5954172483340773
talʋʋ,tɩŋʋʋ,0.5954158552141408
mʋʋʋ,yʋsʋʋ,0.5953667260282006
kpeɣluu,wobu,0.5952541937826612
maɣnʋʋ,tɔʋ,0.5952380952380953
kam,tɩlʋʋ,0.5951551302641277
sɩʋ,ñɩkʋʋ,0.5950487363748553
pɩsʋʋ,tɩlʋʋ,0.5949913892907647
hɔzʋʋ,pɩsɩnʋʋ,0.5948179165159316
kizuu,saʋ,0.5948118774794627
sʋlʋmʋʋ,winuu,0.5948118774794627
kɛdɩnʋʋ,saʋ,0.5947617141331808
kɛdɩnʋʋ,siduu,0.5947617141331808
kɛdɩnʋʋ,lem,0.5947617141331808
kɩlʋʋ,ñalʋʋ,0.5947124277673153
ñalʋʋ,ñaɣʋ,0.5946522178664725
hɔm,ñalʋʋ,0.5946353169977331
saʋ,yaʋ,0.5946241428977613
cɩbʋ,ɖʋʋ,0.594617521506135
haʋ,kʋm,0.5946153783777347
wɩlʋʋ,yɔɔdɩnʋʋ,0.5945799762426327
pɩsɩnʋʋ,sɛtʋʋ,0.5942954171472428
yaʋ,yɔɔdʋʋ,0.5942071480789815
luu,yiluu,0.5940885257860047
seu,tɔɔlʋʋ,0.5940885257860047
seu,ɖem,0.5940885257860047
yiluu,ñɩkʋʋ,0.5940885257860047
hutuu,kɛzʋʋ,0.5940885257860047
kpadɩyʋʋ,seu,0.5940885257860047
hutuu,malɩsʋʋ,0.5940885257860047
kɛdʋʋ,tɩzʋʋ,0.5940742624695365
tiyinuu,welesuu,0.5940278642730282
tɔzʋʋ,tɩnʋʋ,0.5939985139461237
lɩʋ,mʋʋʋ,0.5939922846155213
hɛzʋʋ,pisuu,0.5939138709164986
tɔzʋʋ,ñɩnʋʋ,0.5939107988725675
cɩbʋ,kɩlʋʋ,0.5938765421876423
yɔɔdɩnʋʋ,yʋsʋʋ,0.5938522968371138
pɩsʋʋ,talʋʋ,0.5938301728440738
siduu,sɩm,0.593826601226671
siɣu,sɩm,0.593826601226671
lem,sɩm,0.593826601226671
cɔzʋʋ,sɩm,0.593826601226671
kaɖʋʋ,wɩzʋʋ,0.5938156952201644
pɩsɩnʋʋ,tʋlʋʋ,0.5938156952201644
kpeɣu,suu,0.5937704491726098
luŋuu,wɛʋ,0.593721422567334
kʋndʋʋ,mʋʋ,0.5936997435733261
sɩŋʋʋ,yʋsʋʋ,0.5936657514041415
tam,ñalʋʋ,0.5936344892754736
yebu,ñam,0.5935698118073623
tɩŋʋʋ,ñamsʋʋ,0.5935516178355766
ɖiyuu,ɖʋʋ,0.5935378700998087
sʋnʋʋ,ɖʋʋ,0.5935378700998087
caɣʋ,kpɛlɩkʋʋ,0.5935176509689793
cɔtʋʋ,ɖɩɣʋ,0.5934424260562084
ɖɩŋʋʋ,ɖɩɣʋ,0.5934424260562084
kpɛdʋʋ,ɖɩɣʋ,0.5934424260562084
hʋm,ɖɩɣʋ,0.5934424260562084
feŋuu,ɖɩɣʋ,0.5934424260562084
hayʋʋ,ɖɩɣʋ,0.5934424260562084
you,ɖɩɣʋ,0.5934424260562084
hɔɔzʋʋ,ɖɩɣʋ,0.5934424260562084
hazʋʋ,ɖɩɣʋ,0.5934424260562084
kisi,wazʋʋ,0.5934424260562083
kpɛyʋʋ,wazʋʋ,0.5934424260562083
fɛyʋʋ,wazʋʋ,0.5934424260562083
malʋʋ,wazʋʋ,0.5934424260562083
tɩŋɩʋʋ,wazʋʋ,0.5934424260562083
mʋzʋʋ,wazʋʋ,0.5934424260562083
kizuu,yɔkʋʋ,0.593376370079902
luzuu,ɖʋʋ,0.5933508560463792
lʋlʋʋ,taʋ,0.5932574852174427
kam,sʋlʋmʋʋ,0.5931710140017395
saʋ,sɩbʋ,0.5931431884586728
siduu,sɩbʋ,0.5931431884586728
cɔzʋʋ,sɩbʋ,0.5931431884586728
lem,sɩbʋ,0.5931431884586728
lɔʋ,ɖʋʋ,0.5930369931297647
sɔɔndʋʋ,wiu,0.592999453328881
kpadɩyʋʋ,kpeɣluu,0.5929430904528825
kpeɣluu,ɖem,0.5929430904528825
lɛɣzʋʋ,mɩlʋʋ,0.5929430904528824
lɩnʋʋ,wazʋʋ,0.5928403392307956
kaɖʋʋ,pɩzʋʋ,0.5928197786358672
cɩyʋʋ,yebu,0.5928130742166747
wɩlʋʋ,ñɔʋ,0.5927978179825741
kpeɣluu,wɩlʋʋ,0.5927051755893186
kpɛndʋʋ,ɖou,0.5927013615021337
lem,tayʋʋ,0.5926672593342225
siduu,tayʋʋ,0.5926672593342225
maɣnʋʋ,tayʋʋ,0.5926672593342224
kazʋʋ,ɖou,0.5926052503648024
pɩsʋʋ,ɖɔm,0.5925960203086889
laɣzʋʋ,ñɔtɩnʋʋ,0.5925925925925926
kpaʋ,ɖɛzʋʋ,0.5925504800677927
kpaʋ,ñɩŋʋʋ,0.5925504800677927
huu,kpaʋ,0.5925504800677927
kɔnʋʋ,pɔzʋʋ,0.5925043884570397
lɩzʋʋ,siɣu,0.5924830090770512
siɣu,sɔʋ,0.5923488777590925
lem,sɔʋ,0.5923488777590925
cɔzʋʋ,sɔʋ,0.5923488777590925
nuutuu,sʋlʋmʋʋ,0.5923488777590924
sʋlʋmʋʋ,tuzuu,0.5923488777590924
sʋlʋmʋʋ,sʋnʋʋ,0.5923488777590924
huuzuu,sʋlʋmʋʋ,0.5923488777590924
sʋlʋmʋʋ,ɖiyuu,0.5923488777590924
maɣnʋʋ,ɖanʋʋ,0.5923057020691224
kalʋʋ,siɣu,0.5923057020691223
kɩlʋʋ,kʋndʋʋ,0.5922382589501227
maɣzʋʋ,seu,0.5921911511303798
labʋ,yʋlɩsʋʋ,0.5921805792564487
kpedesuu,kʋm,0.5921565254637922
kazʋʋ,pisuu,0.5921565254637922
kazʋʋ,lem,0.5921565254637922
holuu,tɔzʋʋ,0.5919973222009434
taʋ,tiyuu,0.5919008390666293
huuzuu,taʋ,0.5918640302493727
wiu,ɖɛʋ,0.591844633433833
siɣu,yabʋ,0.591777081637214
hɛyʋʋ,sɔzʋʋ,0.5917502430657298
tayʋʋ,yebu,0.5917121302601365
haʋ,mɛsʋʋ,0.5916919267184736
yebu,ɖɔkʋʋ,0.59164539560607
lɔʋ,pɛɖʋʋ,0.5914668029961294
mabʋ,pɩsɩnʋʋ,0.5913983988105671
kʋyʋʋ,mɩlʋʋ,0.59137335288796
cɔzʋʋ,fem,0.5913636636275175
kpɛdʋʋ,tɩnʋʋ,0.5913636636275175
layʋʋ,tɩnʋʋ,0.5913636636275175
feŋuu,tɩnʋʋ,0.5913636636275175
fem,saʋ,0.5913636636275175
hʋm,tɩnʋʋ,0.5913636636275175
fem,siduu,0.5913636636275175
hazʋʋ,tɩnʋʋ,0.5913636636275175
tɩnʋʋ,ñasʋʋ,0.5913636636275175
tɩnʋʋ,yʋlɩsʋʋ,0.5913636636275175
hɔɔzʋʋ,tɩnʋʋ,0.5913636636275175
tɩnʋʋ,yɩɣyʋʋ,0.5913636636275175
cɔtʋʋ,tɩnʋʋ,0.5913636636275175
hayʋʋ,tɩnʋʋ,0.5913636636275175
calʋʋ,tɩnʋʋ,0.5913636636275175
tɩnʋʋ,you,0.5913636636275175
sɔm,tɩnʋʋ,0.5913636636275175
kpɛlɩkʋʋ,tɩnʋʋ,0.5913636636275175
tɩnʋʋ,ɖʋnʋʋ,0.5913636636275175
tɩnʋʋ,ɖɩŋʋʋ,0.5913636636275175
nɩɣzɩnʋʋ,pɩsɩnʋʋ,0.5913123959890827
losuu,pɩsɩnʋʋ,0.5913123959890827
pɛm,pɩsɩnʋʋ,0.5913123959890827
cɩbʋ,sɔzʋʋ,0.5913123959890827
lɔʋ,tanʋʋ,0.5913006712384199
kuluu,pam,0.5912297123005028
cɛtʋʋ,tɔzʋʋ,0.5912007858381341
mabʋ,ɖɛzʋʋ,0.5911468053322673
huu,mabʋ,0.5911468053322673
mabʋ,ñɩŋʋʋ,0.5911468053322673
lʋbʋ,ñam,0.5910883625545089
kaɖʋʋ,lɩʋ,0.5910671038385882
kaɖʋʋ,kpɛndɩnʋʋ,0.5909090909090909
nuutuu,yɔɔdʋʋ,0.5908592651076695
mabʋ,siɣu,0.5908391567007972
taʋ,ñɛyʋʋ,0.5908391567007971
